Mytilus Growth Rate
115.6
319.1785714
1287.095238
-424.4137931
109.6071429
-168.8596491
-267.8571429
-26.58823529
-13.25
-56.89285714
70.75
-198.8666667
-3.355555556
175.1944444
337.0454545
-99.3
-146.7333333
-42
-40.17857143
-126.2727273
-16.13793103
-6.535714286
-47.60714286
-7.217391304
170.40625
-134.9310345
39.81481481
68.9137931
-50.33333333
14.68333333
80.46428571
42.48387097
-242.75
131.0714286
-53.60714286
13
